"","Lake_name","Invasion_category","Sample_type","Sample_origin","Collected_year","Collected_month_number","Littoral_zoobenthic_macroinvert_community_sample","Transect","Lat","Long","Sample_depth","Total_count","Vial_count","Functional_feeding_group","Method_of_take","real.name","Functional_group","Common_name","Scientific_name","Total_length_mm","Weight_g","Tube_box","Tube_ID","Tube_size_ml","Preservative","Isotope.sample.weight..mg.","Davis_ID_long","d13C","Total.C..µg.","d15N","Total.N..µg.","Type.of.Material","Sample.Weight..mg..from.Sample.List","Internal.ID","Lake_max_depth_m","Lake_surface_elev_m","Current_conversion","Secchi_m","Surface_area_ha","n","d13C_baseline","d13C_base_se","d15N_baseline","d15N_base_se","d13C_corr","d15N_corr"
"854","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Northern pikeminnow","Generalist fish","Northern pikeminnow","Ptychocheilus oregonensis",180,54,"2019-RA","RAAB","1.5","Ethanol",0.901,"QUEBEC-G-05",-24.7,416.96,7.42,133.75,"Fish",0.901,1669419,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-0.264375,6.7525
"855","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"48.546082","-113.982167",NA,1,1,NA,"Electrofisher","Brook trout","Littoral forage fish","Brook trout","Salvelinus fontinalis",88,7.5,"2019-TA","TAAD","1.5","Ethanol",1.021,"QUEBEC-H-08",-25.5,476.99,6.43,150.71,"Fish",1.021,1669434,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-1.064375,5.7625
"856","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",5,"48.546226","-113.981978",1.5,1,1,"Scraper-collector-gatherer","D-net","Heptageniidae","Littoral forage Invertebrate","Flatheaded mayfly","Heptageniidae",NA,NA,"2019-QA","QAAE","1.5","Ethanol",1.022,"PAPA-F-02",-26.56,425.03,0.15,113.07,"Invertebrate",1.022,1669308,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-2.124375,-0.5175
"857","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Multi filament gill net USNPS","Lake whitefish","Pelagic forage fish","Lake whitefish","Coregonus clupeaformis",501,1245.7,"2019-RA","RABP","1.5","Ethanol",0.925,"QUEBEC-C-07",-29.4,435.92,6.94,135.96,"Fish",0.925,1669373,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-4.964375,6.2725
"858","McDonald","Late","Invertebrate","Autochthonous",2019,8,"NO",NA,"48.546744","-113.972719",5,NA,NA,"Filterer-collector-phytoplanktivore","Zooplankton tow","Zooplankton","Pelagic forage Invertebrate","Zooplankton","Zooplankton",NA,NA,"2019-50-3","19-060","50","Water",0.901,"HOTEL-C-06",-37.63,336.96,3.05,34.81,"Invertebrate",0.901,1668508,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-13.194375,2.3825
"859","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",1,"48.636969","-113.870574",1,11,11,"Collector-gather-scraper","D-net","Caenidae","Littoral forage Invertebrate","Squaregill mayfly","Caenidae",NA,NA,"2019-PA","PAAV","1.5","Ethanol",1.054,"PAPA-B-07",-23.97,512.82,0.91,117.06,"Invertebrate",1.054,1669265,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,0.465625,0.2425
"860","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",6,"48.547434","-113.980905",0.5,10,10,"Collector-gatherer-scraper","D-net","Leptophlebiidae","Littoral forage Invertebrate","Prong-gilled mayfly","Leptophlebiidae",NA,NA,"2019-QA","QAAT","1.5","Ethanol",0.935,"PAPA-F-06",-23.06,400.44,1.04,110.12,"Invertebrate",0.935,1669312,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,1.375625,0.3725
"861","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",6,"48.547434","-113.980905",0.5,8,8,"Shredder-gatherer-scraper-detritivore-herbivore","D-net","Limnephilidae","Littoral forage Invertebrate","Northern case maker caddisfly","Limnephilidae",NA,NA,"2019-QA","QAAX","1.5","Ethanol",0.942,"PAPA-F-08",-22.34,445.21,0.48,92,"Invertebrate",0.942,1669314,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,2.095625,-0.1875
"862","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",1,"48.636969","-113.870574",1.5,1,1,"Engulfer-predator-shredder-herbivore-collector-gatherer","D-net","Leptoceridae","Littoral forage Invertebrate","Longhorned case maker caddisfly","Leptoceridae",NA,NA,"2019-PA","PAAY","1.5","Ethanol",1.004,"PAPA-B-10",-22.28,445.25,0.87,103.07,"Invertebrate",1.004,1669268,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,2.155625,0.2025
"863","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"48.546082","-113.982167",NA,1,1,NA,"Electrofisher","Brook trout","Littoral forage fish","Brook trout","Salvelinus fontinalis",108,11.2,"2019-TA","TAAC","1.5","Ethanol",1.011,"QUEBEC-H-07",-25.34,467.89,6.9,146.07,"Fish",1.011,1669433,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-0.904375,6.2325
"864","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"48.608001","-113.884376",NA,1,1,NA,"Electrofisher","Slimy sculpin","Generalist fish","Slimy sculpin","Cottus cognatus",53,2.7,"2019-SA","SADM","1.5","Ethanol",1.049,"QUEBEC-G-11",-22.66,478.11,6.11,148.93,"Fish",1.049,1669425,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,1.775625,5.4425
"865","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Multi filament gill net USNPS","Cutthroat trout","Generalist fish","Cutthroat trout","Oncorhynchus clarkii lewisi",316,300.1,"2019-QA","QADL","1.5","Ethanol",1.08,"PAPA-G-04",-25.74,505.51,5.5,162.14,"Fish",1.08,1669322,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-1.304375,4.8325
"866","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Multi filament gill net USNPS","Cutthroat trout","Generalist fish","Cutthroat trout","Oncorhynchus clarkii lewisi",169,45.6,"2019-RA","RABH","1.5","Ethanol",0.962,"QUEBEC-C-06",-26.34,450.6,7.34,145.32,"Fish",0.962,1669372,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-1.904375,6.6725
"867","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Northern pikeminnow","Generalist fish","Northern pikeminnow","Ptychocheilus oregonensis",205,75.7,"2019-RA","RAAG","1.5","Ethanol",0.944,"QUEBEC-G-02",-23.22,445.87,7.16,136.85,"Fish",0.944,1669416,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,1.215625,6.4925
"868","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Northern pikeminnow","Generalist fish","Northern pikeminnow","Ptychocheilus oregonensis",193,56.8,"2019-QA","QADQ","1.5","Ethanol",0.911,"QUEBEC-G-03",-25.5,426.71,7.65,133.13,"Fish",0.911,1669417,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-1.064375,6.9825
"869","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Multi filament gill net USNPS","Lake whitefish","Pelagic forage fish","Lake whitefish","Coregonus clupeaformis",498,1178.3,"2019-RA","RABR","1.5","Ethanol",0.927,"QUEBEC-C-08",-30.59,460.42,6.85,128.74,"Fish",0.927,1669374,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-6.154375,6.1825
"870","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",3,"48.576443","-113.909571",1,3,3,"Scraper-collector-gatherer","D-net","Heptageniidae","Littoral forage Invertebrate","Flatheaded mayfly","Heptageniidae",NA,NA,"2019-PA","PACB","1.5","Ethanol",0.956,"PAPA-D-03",-24.91,437.67,-0.45,119.67,"Invertebrate",0.956,1669285,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-0.474375,-1.1175
"871","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Multi filament gill net USNPS","Peamouth","Pelagic forage fish","Peamouth","Mylochelius caurinus",162,42.2,"2019-RA","RADL","1.5","Ethanol",0.969,"QUEBEC-G-08",-25.93,448.9,6.07,142.92,"Fish",0.969,1669422,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-1.494375,5.4025
"872","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",2,"48.633367","-113.87036",1,1,1,"Collector-gatherer-scraper","D-net","Physidae","Littoral forage Invertebrate","Physid snail","Physidae",NA,NA,"2019-PA","PABK","1.5","Ethanol",0.845,"PAPA-C-03",-21.78,240.48,1.32,52.7,"Invertebrate",0.845,1669273,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,2.655625,0.6525
"873","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",6,"48.547434","-113.980905",1.5,12,12,"Piercer-predator","D-net","Notonectidae","Littoral forage Invertebrate","Backswimmer","Notonectidae",NA,NA,"2019-QA","QABR","1.5","Ethanol",0.953,"PAPA-F-12",-21.74,431.91,1.97,115.52,"Invertebrate",0.953,1669318,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,2.695625,1.3025
"874","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"48.546082","-113.982167",NA,1,1,NA,"Electrofisher","Slimy sculpin","Generalist fish","Slimy sculpin","Cottus cognatus",42,1.3,"2019-SA","SACX","1.5","Ethanol",1.078,"QUEBEC-H-03",-26.69,517.06,7.92,133.3,"Fish",1.078,1669429,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-2.254375,7.2525
"875","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"48.608001","-113.884376",NA,1,1,NA,"Electrofisher","Slimy sculpin","Generalist fish","Slimy sculpin","Cottus cognatus",51,1.8,"2019-SA","SADI","1.5","Ethanol",0.908,"QUEBEC-G-12",-23.52,363.12,6.41,101.01,"Fish",0.908,1669426,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,0.915625,5.7425
"876","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"48.546082","-113.982167",NA,1,1,NA,"Electrofisher","Brook trout","Littoral forage fish","Brook trout","Salvelinus fontinalis",114,14.4,"2019-TA","TAAA","1.5","Ethanol",0.936,"QUEBEC-H-05",-26.49,422.45,7.46,136.78,"Fish",0.936,1669431,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-2.054375,6.7925
"877","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"48.546082","-113.982167",NA,1,1,NA,"Electrofisher","Brook trout","Littoral forage fish","Brook trout","Salvelinus fontinalis",112,12.6,"2019-TA","TAAB","1.5","Ethanol",1.039,"QUEBEC-H-06",-24.68,475.17,6.63,154.19,"Fish",1.039,1669432,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-0.244375,5.9625
"878","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",4,"48.563038","-113.929228",1,1,1,"Collector-gather-scraper","D-net","Caenidae","Littoral forage Invertebrate","Squaregill mayfly","Caenidae",NA,NA,"2019-PA","PACX","1.5","Ethanol",1.096,"PAPA-E-03",-27.22,465.73,-0.59,123.55,"Invertebrate",1.096,1669297,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-2.784375,-1.2575
"879","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",4,"48.563038","-113.929228",1,4,4,"Collector-gatherer-filterer","D-net","Ephemerellidae","Littoral forage Invertebrate","Spiny crawler mayfly","Ephemerellidae",NA,NA,"2019-PA","PADA","1.5","Ethanol",0.967,"PAPA-E-04",-21.87,449.26,0.96,121.3,"Invertebrate",0.967,1669298,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,2.565625,0.2925
"880","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",4,"48.563038","-113.929228",1,2,2,"Shredder-gatherer-scraper-detritivore-herbivore","D-net","Limnephilidae","Littoral forage Invertebrate","Northern case maker caddisfly","Limnephilidae",NA,NA,"2019-PA","PADB","1.5","Ethanol",1.067,"PAPA-E-05",-24.3,472.07,0.54,102.97,"Invertebrate",1.067,1669299,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,0.135625,-0.1275
"881","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",1,"48.636969","-113.870574",0.5,8,8,"Piercer-predator","D-net","Notonectidae","Littoral forage Invertebrate","Backswimmer","Notonectidae",NA,NA,"2019-PA","PAAN","1.5","Ethanol",0.939,"PAPA-B-01",-23.79,446.67,1.52,119.72,"Invertebrate",0.939,1669259,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,0.645625,0.8525
"882","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"48.546082","-113.982167",NA,1,1,NA,"Electrofisher","Slimy sculpin","Generalist fish","Slimy sculpin","Cottus cognatus",43,1.5,"2019-SA","SADF","1.5","Ethanol",1.037,"QUEBEC-H-02",-21.43,522.52,6.22,133.3,"Fish",1.037,1669428,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,3.005625,5.5525
"883","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",618,1923.7,"2019-QA","QACT","1.5","Ethanol",0.947,"QUEBEC-B-01",-29.49,510.89,10.29,112.25,"Fish",0.947,1669355,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-5.054375,9.6225
"884","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",449,557.8,"2019-QA","QACW","1.5","Ethanol",1.032,"QUEBEC-B-10",-27.78,491.26,10.32,157.02,"Fish",1.032,1669364,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-3.344375,9.6525
"885","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",408,474.4,"2019-QA","QADF","1.5","Ethanol",1.029,"QUEBEC-B-11",-27.9,483.52,11.34,154.64,"Fish",1.029,1669365,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-3.464375,10.6725
"886","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",408,479.4,"2019-RA","RABW","1.5","Ethanol",0.956,"QUEBEC-B-12",-28.52,452.28,11.78,145.27,"Fish",0.956,1669366,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-4.084375,11.1125
"887","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",592,1450.3,"2019-QA","QACU","1.5","Ethanol",1.047,"QUEBEC-B-02",-26.91,492.5,10.85,157.65,"Fish",1.047,1669356,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-2.474375,10.1825
"888","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",588,1469,"2019-QA","QADE","1.5","Ethanol",0.913,"QUEBEC-B-03",-26.71,432.79,10.24,136.86,"Fish",0.913,1669357,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-2.274375,9.5725
"889","McDonald","Late","Invertebrate","Autochthonous",2019,8,"NO",NA,"48.546744","-113.972719",5,NA,NA,"Filterer-collector-phytoplanktivore","Zooplankton tow","Zooplankton","Pelagic forage Invertebrate","Zooplankton","Zooplankton",NA,NA,"2019-50-3","19-062","50","Water",0.944,"INDIA-B-02",-33.71,250.71,4.38,28.85,"Invertebrate",0.944,1668588,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-9.274375,3.7125
"890","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",479,723,"2019-QA","QACV","1.5","Ethanol",0.973,"QUEBEC-B-05",-27.42,459.39,10.8,143.75,"Fish",0.973,1669359,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-2.984375,10.1325
"891","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",1,"48.636969","-113.870574",1.5,6,6,"Collector-gatherer-engulfer","D-net","Naididae","Littoral forage Invertebrate","Oligochaete worm","Naididae",NA,NA,"2019-PA","PABA","1.5","Ethanol",0.925,"PAPA-B-11",-24.53,339.61,1.25,90.9,"Invertebrate",0.925,1669269,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-0.094375,0.5825
"892","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",7,"48.55019","-113.980733",0.5,3,3,"Piercer-predator","D-net","Hydrachnidia","Littoral forage Invertebrate","Water mite","Hydrachnidia",NA,NA,"2019-QA","QABY","1.5","Ethanol",0.712,"PAPA-G-02",-23.74,337.74,3.54,91.54,"Invertebrate",0.712,1669320,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,0.695625,2.8725
"893","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",524,401,"2019-QA","QACS","1.5","Ethanol",0.917,"QUEBEC-B-04",-25.25,441.57,11.07,137.83,"Fish",0.917,1669358,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-0.814375,10.4025
"894","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Longnose sucker","Littoral forage fish","Longnose sucker","Catostomus catostomus",408,768.2,"2019-RA","RACS","1.5","Ethanol",1.08,"QUEBEC-C-04",-25.01,514.52,7.19,162.81,"Fish",1.08,1669370,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-0.574375,6.5225
"895","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",6,"48.547434","-113.980905",1,5,5,"Shredder-gatherer-scraper-detritivore-herbivore","D-net","Limnephilidae","Littoral forage Invertebrate","Northern case maker caddisfly","Limnephilidae",NA,NA,"2019-QA","QABB","1.5","Ethanol",0.913,"PAPA-F-11",-21.93,398.57,0.6,90.38,"Invertebrate",0.913,1669317,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,2.505625,-0.0675
"896","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Multi filament gill net USNPS","Mountain whitefish","Pelagic forage fish","Mountain whitefish","Prosopium williamsoni",291,262.2,"2019-RA","RABN","1.5","Ethanol",1.041,"QUEBEC-G-10",-28.98,492.6,5.82,155.15,"Fish",1.041,1669424,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-4.544375,5.1525
"897","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Multi filament gill net USNPS","Lake whitefish","Pelagic forage fish","Lake whitefish","Coregonus clupeaformis",519,1077.5,"2019-RA","RACY","1.5","Ethanol",1.071,"QUEBEC-C-03",-30.08,505.59,6.94,161.17,"Fish",1.071,1669369,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-5.644375,6.2725
"898","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",3,"48.576443","-113.909571",0.5,8,8,"Collector-gatherer-filterer","D-net","Ephemerellidae","Littoral forage Invertebrate","Spiny crawler mayfly","Ephemerellidae",NA,NA,"2019-PA","PABS","1.5","Ethanol",1.001,"PAPA-C-09",-24.27,407.55,0.34,117.82,"Invertebrate",1.001,1669279,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,0.165625,-0.3275
"899","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",3,"48.576443","-113.909571",0.5,1,1,"Piercer-predator","D-net","Hirudinea","Littoral forage Invertebrate","Leech","Hirudinea",NA,NA,"2019-PA","PABZ","1.5","Ethanol",1.054,"PAPA-D-01",-24.67,501.02,3.86,124.13,"Invertebrate",1.054,1669283,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-0.234375,3.1925
"900","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",4,"48.563038","-113.929228",1,1,1,"Piercer-predator","D-net","Dytiscidae","Littoral forage Invertebrate","Predaceous diving beetle adult","Dytiscidae",NA,NA,"2019-PA","PACP","1.5","Ethanol",0.914,"PAPA-D-10",-24.58,439.2,1.46,110.55,"Invertebrate",0.914,1669292,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-0.144375,0.7925
"901","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Northern pikeminnow","Generalist fish","Northern pikeminnow","Ptychocheilus oregonensis",181,51,"2019-QA","QADI","1.5","Ethanol",1.011,"QUEBEC-G-04",-24.63,479.67,7.06,146,"Fish",1.011,1669418,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-0.194375,6.3925
"902","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",3,"48.576443","-113.909571",0.5,3,3,"Engulfer-predator-shredder-herbivore-collector-gatherer","D-net","Leptoceridae","Littoral forage Invertebrate","Longhorned case maker caddisfly","Leptoceridae",NA,NA,"2019-PA","PACA","1.5","Ethanol",0.996,"PAPA-D-02",-25.54,436.37,0.16,112.87,"Invertebrate",0.996,1669284,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-1.104375,-0.5075
"903","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",3,"48.576443","-113.909571",1.5,1,1,"Scraper-collector-gatherer","D-net","Heptageniidae","Littoral forage Invertebrate","Flatheaded mayfly","Heptageniidae",NA,NA,"2019-PA","PACE","1.5","Ethanol",1.095,"PAPA-D-04",-27.98,515.07,-0.84,134.93,"Invertebrate",1.095,1669286,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-3.544375,-1.5075
"904","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Multi filament gill net USNPS","Lake whitefish","Pelagic forage fish","Lake whitefish","Coregonus clupeaformis",552,1737.5,"2019-RA","RACO","1.5","Ethanol",0.928,"QUEBEC-B-06",-22.4,427.43,6.84,141.84,"Fish",0.928,1669360,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,2.035625,6.1725
"905","McDonald","Late","Invertebrate","Autochthonous",2019,7,"YES",5,"48.546226","-113.981978",1,6,6,"Collector-gatherer-scraper","D-net","Leptophlebiidae","Littoral forage Invertebrate","Prong-gilled mayfly","Leptophlebiidae",NA,NA,"2019-PA","PADQ","1.5","Ethanol",0.909,"PAPA-F-01",-23.2,386.03,1.03,104.09,"Invertebrate",0.909,1669307,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,1.235625,0.3625
"906","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Multi filament gill net USNPS","Largescale sucker","Littoral forage fish","Largescale sucker","Catostomus macrocheilus",476,1036.5,"2019-RA","RACI","1.5","Ethanol",0.992,"QUEBEC-C-11",-21.72,468.04,8.08,148.87,"Fish",0.992,1669377,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,2.715625,7.4125
"907","McDonald","Late","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Multi filament gill net USNPS","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",511,1253.6,"2019-SA","SAAK","1.5","Ethanol",0.943,"QUEBEC-H-12",-26.82,447.89,9.59,139.1,"Fish",0.943,1669438,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-2.384375,8.9225
